index,DateTime,Open,Close,High,Low
76,20210423  03:00:00,0.86812,0.86749,0.86824,0.86748
77,20210423  04:00:00,0.86749,0.86726,0.867855,0.867235
78,20210423  05:00:00,0.86726,0.86745,0.86761,0.86723
79,20210423  06:00:00,0.86745,0.8675,0.86755,0.86719
80,20210423  07:00:00,0.8675,0.86765,0.86799,0.86735
81,20210423  08:00:00,0.86765,0.86821,0.86834,0.867335
82,20210423  09:00:00,0.86821,0.867925,0.868565,0.867425
83,20210423  10:00:00,0.867925,0.869105,0.86986,0.867855
84,20210423  11:00:00,0.869105,0.86865,0.86968,0.86845
85,20210423  12:00:00,0.86865,0.868045,0.868905,0.868025
86,20210423  13:00:00,0.868045,0.868345,0.86852,0.868
87,20210423  14:00:00,0.868345,0.869425,0.87005,0.86833
88,20210423  15:00:00,0.869425,0.870205,0.871115,0.869205
89,20210423  16:00:00,0.870205,0.870595,0.870885,0.86976
90,20210423  17:00:00,0.870595,0.871765,0.871765,0.870475
91,20210423  18:00:00,0.871765,0.87157,0.87179,0.87131
92,20210423  19:00:00,0.87157,0.87159,0.87179,0.871165
93,20210423  20:00:00,0.87159,0.87146,0.871715,0.871335
94,20210423  21:00:00,0.87146,0.8714,0.871635,0.87097
95,20210423  22:00:00,0.8714,0.87146,0.87176,0.871195
96,20210425  23:15:00,0.8716,0.871445,0.8716,0.871135
97,20210426  00:00:00,0.871445,0.871605,0.871765,0.871215
98,20210426  01:00:00,0.871605,0.871935,0.87197,0.871515
99,20210426  02:00:00,0.871935,0.871505,0.871945,0.871215
100,20210426  03:00:00,0.871505,0.871325,0.87177,0.87121
101,20210426  04:00:00,0.871325,0.871245,0.871375,0.871035
102,20210426  05:00:00,0.871245,0.871175,0.87139,0.871055
103,20210426  06:00:00,0.871175,0.870925,0.871225,0.87083
104,20210426  07:00:00,0.870925,0.87118,0.871205,0.87082
105,20210426  08:00:00,0.87118,0.86964,0.871605,0.869555
106,20210426  09:00:00,0.86964,0.868765,0.869775,0.86832
107,20210426  10:00:00,0.868765,0.870205,0.87066,0.86827
108,20210426  11:00:00,0.870205,0.86929,0.870295,0.86912
109,20210426  12:00:00,0.86929,0.870025,0.870025,0.869045
110,20210426  13:00:00,0.870025,0.869875,0.87064,0.869615
111,20210426  14:00:00,0.869875,0.871055,0.87114,0.86939
112,20210426  15:00:00,0.871055,0.868865,0.87109,0.868715
113,20210426  16:00:00,0.868865,0.869645,0.86988,0.868645
114,20210426  17:00:00,0.869645,0.8699,0.87007,0.869355
115,20210426  18:00:00,0.8699,0.870505,0.870685,0.869865
116,20210426  19:00:00,0.870505,0.86991,0.870515,0.86981
117,20210426  20:00:00,0.86991,0.8695,0.86991,0.869485
118,20210426  21:00:00,0.8695,0.869325,0.869735,0.869035
119,20210426  22:00:00,0.869325,0.869415,0.8697,0.86931
120,20210426  23:15:00,0.869725,0.869605,0.86986,0.869395
121,20210427  00:00:00,0.869605,0.86944,0.869665,0.869415
122,20210427  01:00:00,0.86944,0.86936,0.86966,0.869275
123,20210427  02:00:00,0.86936,0.8695,0.86957,0.86911
124,20210427  03:00:00,0.8695,0.86925,0.869605,0.86919
125,20210427  04:00:00,0.86925,0.86943,0.869805,0.869225
126,20210427  05:00:00,0.86943,0.869495,0.86973,0.86938
127,20210427  06:00:00,0.869495,0.86923,0.869555,0.869185
128,20210427  07:00:00,0.86923,0.869175,0.869435,0.868905
129,20210427  08:00:00,0.869175,0.86914,0.869585,0.86867
130,20210427  09:00:00,0.86914,0.869225,0.870095,0.86843
131,20210427  10:00:00,0.869225,0.87001,0.87011,0.868805
132,20210427  11:00:00,0.87001,0.86887,0.870135,0.86885
133,20210427  12:00:00,0.86887,0.868605,0.86943,0.867875
134,20210427  13:00:00,0.868605,0.86922,0.8694,0.868065
135,20210427  14:00:00,0.86922,0.8689,0.869535,0.868495
136,20210427  15:00:00,0.8689,0.869315,0.869785,0.868835
137,20210427  16:00:00,0.869315,0.86817,0.86952,0.867685
138,20210427  17:00:00,0.86817,0.868465,0.868495,0.86742
139,20210427  18:00:00,0.868465,0.86804,0.86869,0.867735
140,20210427  19:00:00,0.86804,0.86846,0.868655,0.86777
141,20210427  20:00:00,0.86846,0.869525,0.869525,0.86846
142,20210427  21:00:00,0.869525,0.869375,0.86956,0.869205
143,20210427  22:00:00,0.869375,0.86938,0.86952,0.869245
144,20210427  23:15:00,0.8691,0.86929,0.86992,0.8691
145,20210428  00:00:00,0.86929,0.86947,0.86976,0.86926
146,20210428  01:00:00,0.86947,0.869545,0.869625,0.86926
147,20210428  02:00:00,0.869545,0.869715,0.869825,0.86922
148,20210428  03:00:00,0.869715,0.870305,0.87049,0.869575
149,20210428  04:00:00,0.870305,0.87043,0.87044,0.87011
150,20210428  05:00:00,0.87043,0.87038,0.870525,0.870245
151,20210428  06:00:00,0.87038,0.870125,0.8704,0.869945
152,20210428  07:00:00,0.870125,0.869545,0.87018,0.86933
153,20210428  08:00:00,0.869545,0.86954,0.86979,0.869025
154,20210428  09:00:00,0.86954,0.870255,0.87035,0.869275
155,20210428  10:00:00,0.870255,0.869875,0.87059,0.86933
156,20210428  11:00:00,0.869875,0.86876,0.870215,0.868635
157,20210428  12:00:00,0.86876,0.870195,0.870625,0.86862
158,20210428  13:00:00,0.870195,0.869905,0.870735,0.869825
159,20210428  14:00:00,0.869905,0.870195,0.87061,0.869495
160,20210428  15:00:00,0.870195,0.86876,0.870365,0.868665
161,20210428  16:00:00,0.86876,0.86929,0.869805,0.868555
162,20210428  17:00:00,0.86929,0.869375,0.86973,0.869105
163,20210428  18:00:00,0.869375,0.868875,0.86952,0.868715
164,20210428  19:00:00,0.868875,0.869195,0.86955,0.86873
